Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Backrest type (product.metafields.shopify.backrest-type),Color (product.metafields.shopify.color-pattern),Seat type (product.metafields.shopify.seat-type),Shape (product.metafields.shopify.shape),Upholstery material (product.metafields.shopify.upholstery-material),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Pakistan,Price / Pakistan,Compare At Price / Pakistan,Status
ottoman-9,Buatta,"<p data-mce-fragment=""1"">The Buatta stool features a minimalistic design, which is embellished by the use of wood exquisitely combined with a barely visible brass feature, creating the connection with the upholstered round seat. Besides the great comfort, the piece reveals incredible luxury details on the seams.</p>
<ul>
<li><strong>SIZE: CM: 54 x 54 x 41</strong></li>
<li><strong>PRODUCT CODE: FSO-008</strong></li>
<li><strong>MATERIAL: WOOD, SUEDE</strong></li>
</ul>",Lusso Homey,Furniture > Ottomans,ottoman,ottomans,true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,42000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Ottoman-8.webp?v=1693088761,1,"",false,,,,,,,,,kg,,,true,,,active
ottoman-8,La Sorellina Small Pouf,"<p data-mce-fragment=""1"">Modest in design yet solid in form, the handmade La Sorellina pouf is a modern interpretation of the classic pouf. With its sculptural presence and soft textures, the pouf combines art and functionality. The use of natural materials of high quality and the distinctive metallic décor makes the pouf stand out as a bold statement. La Sorellina is ideal for use in front of the dressing table, at the end of a coffee table, as a footrest accompanying an armchair, or as seats for a dining table.</p>
<ul>
<li><strong>SIZE: CM: 49 x 49 x 47</strong></li>
<li><strong>PRODUCT CODE: FSO-007</strong></li>
<li><strong>MATERIAL: WOOD, TEXTURED VELVET</strong></li>
</ul>",Lusso Homey,Furniture > Ottomans,ottoman,ottomans,true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,47000.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Ottoman-7.webp?v=1693088739,1,"",false,,,,,,,,,kg,,,true,,,active
ottoman-7,Bras Poufs,"<p data-mce-fragment=""1"">Large pouf ottoman with a brass base made by Marge Carson. Great additional seating piece for any interior. Offered for reupholstery- ship this right to your upholsterer. In the style of Karl Springer. Original silk fabric shows heavy wear and tear. The Foam is soft and comfortable. The brass-banded base shows some oxidation.</p>
<ul>
<li><strong>SIZE: CM: 49 x 49 x 47</strong></li>
<li><strong>PRODUCT CODE: FSO-006</strong></li>
<li><strong>MATERIAL: WOOD, TEXTURED VELVET</strong></li>
</ul>",Lusso Homey,Furniture > Ottomans,ottoman,ottomans,true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,47000.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Ottoman-6.webp?v=1693088718,1,"",false,,,,,,,,,kg,,,true,,,active
ottoman-6,Ernest,"<p data-mce-fragment=""1"">This refined ottoman was designed to offer the most comfortable surface for feet to rest on, while not compromising on aesthetics. The wooden frame comprises a base coated with gold-finished metal and side panels upholstered with dark braided leather. Precious, silky velvet in an elegant nuance of gray covers the majority of the structure, which is padded with different-density foam.</p>
<ul>
<li><strong>SIZE: CM: 60 x 45 x 40</strong></li>
<li><strong>PRODUCT CODE: FSO-005</strong></li>
<li><strong>MATERIAL: WOOD, JUTE, LEATHER</strong></li>
</ul>",Lusso Homey,Furniture > Ottomans,ottoman,ottomans,true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,55000.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Ottoman-5.webp?v=1693088698,1,"",false,,,,,,,,,kg,,,true,,,active
ottoman-5,Haven Stool,"<p data-mce-fragment=""1"">With fringed suede strips wrapped all around, the Hallie Stool in Aged Camel Suede from Made Goods is a tribute to the roaring '20s. Fierce and glamorous, this stool is perfect for a vanity or a console. This item is handcrafted and may show slight variation in size from one piece to another.</p>
<ul>
<li><strong>SIZE: CM: 50 x 46 x 46</strong></li>
<li><strong>PRODUCT CODE: FSO-004</strong></li>
<li><strong>MATERIAL: WOOD, SUEDE</strong></li>
</ul>",Lusso Homey,Furniture > Ottomans,ottoman,ottomans,true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,48000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Ottoman-4.webp?v=1693088679,1,"",false,,,,,,,,,kg,,,true,,,active
ottoman-4,Charlize Stool,"<p data-mce-fragment=""1"">Cozy meets chic in the form of the Charlize Stool thanks to the pairing of plush, down faux shearling, and antique bronze-finished stainless steel.</p>
<ul>
<li><strong>SIZE: CM: 44 x 44</strong></li>
<li><strong>PRODUCT CODE: FSO-003</strong></li>
<li><strong>MATERIAL: BRASS, BOUCLE FABRIC</strong></li>
</ul>",Lusso Homey,Furniture > Ottomans,ottoman,ottomans,true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,38000.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Ottoman-3.webp?v=1693088660,1,"",false,,,,,,,,,kg,,,true,,,active
ottoman-3,Inanda,"<p data-mce-fragment=""1"">These new poufs with an appealing design are characterized by the new silks of the collection and by a leather exterior embellished with special pleating with metallic piercings, recalling Roberto Cavalli fashion Maison’s leather accessories.</p>
<ul>
<li><strong>SIZE: CM: 40 x 47</strong></li>
<li><strong>PRODUCT CODE: FSO-002</strong></li>
<li><strong>MATERIAL: WOOD, LEATHER</strong></li>
</ul>",Lusso Homey,Furniture > Ottomans,ottoman,ottomans,true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,63000.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Ottoman-2.webp?v=1693088638,1,"",false,,,,,,,,,kg,,,true,,,active
ottoman-1,Saturn Pouffe small,"<p>The equally singular Saturn pouffe utilizes the same gathered bilboquet seat construction, to create a more simplified but still incredibly distinctive form. The sumptuously undulating seat instantly appeals with its invitingly upholstered comfort, while the graceful supporting metalwork establishes the sense of floating and airiness.</p>
<ul>
<li><strong>SIZE: CM: 40 x 45</strong></li>
<li><strong>PRODUCT CODE: FSO-001</strong></li>
<li><strong>MATERIAL: BRASS, BOUCLE FABRIC</strong></li>
</ul>",Lusso Homey,Furniture > Ottomans,ottoman,ottomans,true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,138000.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Ottoman-1.webp?v=1693088565,1,"",false,,,,,,,,,kg,,,true,,,active
dining-table-12,Ando table,"<p data-mce-fragment=""1"">Effective as a dining table, the Alberto Dining Table is full of character with strong, masculine lines and a beautiful juxtaposition between the smooth antique brass finish and the charcoal-finished slab top. It is the manifestation of modern design blended with classic sophistication and is available in a variety of sizes and finishes.</p>
<ul>
<li><strong>SIZE: CM: 337 x 110 x 77</strong></li>
<li><strong>PRODUCT CODE: FTD-001</strong></li>
<li><strong>MATERIAL: WOOD AND BRASS</strong></li>
</ul>",Lusso Homey,Furniture > Tables,Dining Table,Dining Tables,true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,585000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Diningtablecollection-12.jpg?v=1707924421,1,"",false,,,,,,,,,kg,,,true,,,active
dining-table-11,G-Code Giorgetti Table,"<p>G-Code collection: a luxurious project that comes from an architecturally elegant and sober approach, giving life to a table. Table with a Canaletto walnut structure and top supported by a metal structure with 92 cylinders in three different sizes and finishes. I imagined that it could become the structure on which a top rests. The idea was that of architecture, with this brush becoming the supporting beam of a large plane.</p>
<ul>
<li><strong>SIZE: CM: 252 x 92 x 74</strong></li>
<li><strong>PRODUCT CODE: FTD-002</strong></li>
<li><strong>MATERIAL: WOOD AND BRASS</strong></li>
</ul>",Lusso Homey,Furniture > Tables,Dining Table,Dining Tables,true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,525000.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Diningtablecollection-11.webp?v=1693088452,1,"",false,,,,,,,,,kg,,,true,,,active
dining-table-10,Clairmont Table,"<p>A tradition of precious handcraftsmanship is behind the Loveluxe collection, which displays the elegant and refined taste generated when a designer’s creativity merges with the natural features of the raw materials.‎ Skilfully handworked with attention to detail, the simple materials are transformed into unique pieces</p>
<ul>
<li><strong>SIZE: CM: 180 x 73</strong></li>
<li><strong>PRODUCT CODE: FTD-003</strong></li>
<li><strong>MATERIAL: WOOD AND BRASS</strong></li>
</ul>",Lusso Homey,Furniture > Tables,Dining Table,Dining Tables,true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,435000.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Diningtablecollection-10.webp?v=1693088424,1,"",false,,,,,,,,,kg,,,true,,,active
dining-table-9,Gordon Table,"<p data-mce-fragment=""1"">Gordon is a rectangular table designed by Roberto Lazzeroni for Giorgetti. Table with the structure and the dividers of the top in solid maple. The top is in poplar plywood with inserts available in Indian rosewood, Rain Forest Brown marble, and saddle leather. The columns are in MDF covered with saddle leather and the profiles of the bases, as well as the top inserts, are painted in a bronze color with a natural effect.<br></p>
<ul>
<li><strong>SIZE: CM: 300 x 132 x 73</strong></li>
<li><strong>PRODUCT CODE: FTD-008</strong></li>
<li><strong>MATERIAL: WOOD AND BRASS</strong></li>
</ul>",Lusso Homey,Furniture > Tables,Dining Table,Dining Tables,true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,545000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Diningtablecollection-9.webp?v=1693088402,1,"",false,,,,,,,,,kg,,,true,,,active
dining-table-8,Miramar Dining Table,"<p data-mce-fragment=""1"">Coastal elements blend swimmingly with the modern silhouette of the Rishi Dining Table. Available in multiple shapes and color options, its acacia top and textured rope base bring summer vibes to your home all year long.</p>
<ul>
<li><strong>SIZE: CM: 305 x 107 x 77</strong></li>
<li><strong>PRODUCT CODE: FTD-007</strong></li>
<li><strong>MATERIAL: WOOD AND BRASS</strong></li>
</ul>",Lusso Homey,Furniture > Tables,Dining Table,Dining Tables,true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,450000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Diningtablecollection-8.jpg?v=1707926765,1,"",false,,,,,,,,,kg,,,true,,,active
dining-table-7,Amadeus Table,"<p>Sculptural and monumental, as Giorgetti tradition wants, the Amadeus table reveals in the research of details an unexpected formal poetry. The important prismatic top hosts a shape in marble that highlights the several changes in the section of the top. The base hides a complex system within it, necessary to support the high weight of the object.</p>
<ul>
<li><strong>SIZE: CM: 280 x 120 x 75</strong></li>
<li><strong>PRODUCT CODE: FTD-006</strong></li>
<li><strong>MATERIAL: WOOD AND BRASS</strong></li>
</ul>",Lusso Homey,Furniture > Tables,Dining Table,Dining Tables,true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,595000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Diningtablecollection-7.webp?v=1693088359,1,"",false,,,,,,,,,kg,,,true,,,active
dining-table-6,Lotus Table,"<p>The Lotus table is enhanced by rich details petal-shaped legs, a slender metal profile, and a top with a rounded half-bullnose edge. Table with legs made with a high-density structural foam mould, upholstered in leather. The legs have metal strips in the finishes: Satin nickel, Bright shaded brown, Black Rose gold, bright light gold, matt Champagne gold, bright chrome, bright black chrome, matt satin bronze, bright pink gold, and matt pink gold.</p>
<ul>
<li><strong>SIZE: CM: 280 x 110 x 75</strong></li>
<li><strong>PRODUCT CODE: FTD-005</strong></li>
<li><strong>MATERIAL: WOOD AND BRASS</strong></li>
</ul>",Lusso Homey,Furniture > Tables,Dining Table,Dining Tables,true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,425000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Diningtablecollection-6.webp?v=1693088327,1,"",false,,,,,,,,,kg,,,true,,,active
dining-table-4,Beyond Table,"<p>The distinctive details make a delicate adjustment between, the best hand worked wood with touches of brass and the warm and golden tones on its polished surface.‎ Created in an outstanding moment of inspiration, this luxury statement table makes the perfect center point of any dining setting.‎</p>
<ul>
<li><strong>SIZE: CM: 250 x 120 x 74</strong></li>
<li><strong>PRODUCT CODE: FTD-004</strong></li>
<li><strong>MATERIAL: WOOD AND BRASS</strong></li>
</ul>",Lusso Homey,Furniture > Tables,Dining Table,Dining Tables,true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,525000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Diningtablecollection-4.webp?v=1693088280,1,"",false,,,,,,,,,kg,,,true,,,active
dining-table,Keope Table,"<p data-mce-fragment=""1"">Keope is a table characterized by a contoured and sectioned top made of multiple materials and by 2 trapezoidal legs with a leather or wooden insert. Majestic and spectacular, it is available with the top divided into 2 or 3 parts. The Keope collection - table, console, and cabinet - conveys a timeless elegance, inspired by an authentic modern-chic dynamism in which sophisticated materials, quality marbles, and simple shapes evoke sensations that perfectly embody the brand’s design philosophy.</p>
<ul>
<li><strong>SIZE: CM: 270 x 125 x 75</strong></li>
<li><strong>PRODUCT CODE: FTD-009</strong></li>
<li><strong>MATERIAL: WOOD AND BRASS</strong></li>
</ul>",Lusso Homey,Furniture > Tables,Dining Table,Dining Tables,true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,550000.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Diningtablecollection-3.webp?v=1693088257,1,"",false,,,,,,,,,kg,,,true,,,active
dining-table-2,Bellagio Table,"<p>Bellagio Dining Table, by Luxxu, was inspired by one of the most famous hotels in Las Vegas. Bellagio was designed to be the perfect solution for every occasion, combining business with pleasure in a luxury environment. With a strong structure made of brass, wood, and marble and a rectangular glass top, the Bellagio is ideal for dining rooms, meeting rooms, and offices.</p>
<ul>
<li><strong>SIZE: CM: 250 x 120 x 74</strong></li>
<li><strong>PRODUCT CODE: FTD-010</strong></li>
<li><strong>MATERIAL: WOOD AND BRASS</strong></li>
</ul>",Lusso Homey,Furniture > Tables,Dining Table,Dining Tables,true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,435000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Diningtablecollection-2.webp?v=1693088236,1,"",false,,,,,,,,,kg,,,true,,,active
console-12,Journey Table,"<p data-mce-fragment=""1"">The contours of the Journey table feature extremely elegant and sinuous shapes. Reinterpreted in a contemporary style and embellished with evocative noble materials like metal, marble, and leather, this piece can easily add a touch of modern taste to refined atmospheres. The recessed marble top has a metal border decorated with the same detail as the leg.</p>
<ul>
<li><strong>SIZE: CM: 280 x 110 x 76</strong></li>
<li><strong>PRODUCT CODE: FTD-011</strong></li>
<li><strong>MATERIAL: WOOD AND BRASS</strong></li>
</ul>",Lusso Homey,Furniture > Tables,Dining Table,Dining Tables,true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,450000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Diningtablecollection-1.webp?v=1693088203,1,"",false,,,,,,,,,kg,,,true,,,active
console-9,Ekos console,"<div class=""left"" data-mce-fragment=""1"">
<div class=""tab-gallery show"" data-mce-fragment=""1"">
<div class=""view-mode--custom field field--name-dynamic-block-fieldnode-product-carousel field--type-ds field--label-hidden field__item"" data-mce-fragment=""1"">
<div class=""views-element-container"" data-mce-fragment=""1"">
<div class=""view view-product-gallery view-id-product_gallery view-display-id-block_1 js-view-dom-id-7630df015eb108071c1d73e5d9bd2d13d94310159364413312064cd57da5ca37"" data-mce-fragment=""1"">
<div class=""view-content"" data-mce-fragment=""1"">
<div data-once=""blazy slick"" id=""slick-views-product-gallery-block-block-1-1"" data-blazy="""" class=""slick blazy slick--view slick--view--product-gallery slick--view--product-gallery--block-1 slick--view--product-gallery-block-block-1 slick--optionset--product-carousel slick--initialized"" data-mce-fragment=""1"">
<nav class=""slick__arrow"" role=""navigation"" data-mce-fragment=""1""><span>The console is in wood with polished veneered concave legs and top, the inside part is covered in curved polished stainless steel. Upper top in smoked crystal. Metal parts available in the polished metal finishing selection, and wooden parts are available in the veneer selection finishings. </span><span>Console in solid marble with concave work for top and legs, hand-made polished. The inside part is covered in curved polished stainless steel. Upper top in smoked crystal. Metal parts available in the polished metal finishing selection.</span></nav><nav class=""slick__arrow"" role=""navigation"" data-mce-fragment=""1"">
<ul>
<li><strong>SIZE: CM: 180 x 90 x 35</strong></li>
<li><strong>PRODUCT CODE: FTN-009</strong></li>
<li><strong>MATERIAL: WOOD, POLISHED VENEERED</strong></li>
</ul>
</nav>
</div>
</div>
</div>
</div>
</div>
</div>
</div>",Lusso Homey,Furniture,Consoles,Consoles,true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,280000.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Consoles-9.webp?v=1693088013,1,"",false,,,,,,,,,kg,,,true,,,active
console-8,Suspicion Console,"<p><span data-mce-fragment=""1"">Soho is a unique luxury furniture design that reinvents the look of the classic console table. A collection of wood drawers finished in mirror and black glass with etched detailing, gold leaf, diamond-matched rosewood veneer, high gloss blue or pink lacquer, and white lacquer with hand-carved relief patterning. The drawers are accented with handmade brass pulls, some of which are plated in chrome, and cut glass knobs. All the drawers are customized as we also offer you the possibility to change the materials and the finishing.</span></p>
<ul>
<li><strong>SIZE: CM: 170 x 88 x 40</strong></li>
<li><strong>PRODUCT CODE: FTN-008</strong></li>
<li><strong>MATERIAL: WOOD, BRASS</strong></li>
</ul>",Lusso Homey,Furniture,Consoles,Consoles,true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,250000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Consoles-8.webp?v=1693087991,1,"",false,,,,,,,,,kg,,,true,,,active
console-7,Gold Arch Console,"<p>Brass-finished steel, plaster-finished steel, black steel, aluminum, Sami-polished Brass, satin brass, or blacked brass frame.<br></p>
<ul>
<li><strong>SIZE: CM: 154 x 86 x 30</strong></li>
<li><strong>PRODUCT CODE: FTN-005</strong></li>
<li><strong>MATERIAL: BRASS</strong></li>
</ul>",Lusso Homey,Furniture,Consoles,Consoles,true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,450000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Consoles-7.jpg?v=1707986169,1,"",false,,,,,,,,,kg,,,true,,,active
console-6,Sensei Console,"<p>This Sensei Console stunning creation combines modern design and impeccable functionality, making it an ideal choice for those seeking a superior piece of furniture. The structure of the console table is made of metal with extreme precision, giving solidity and stability to the piece. This material goes perfectly with the ""deep black"" lacquered wood top, creating a fascinating and unique contrast. The black-stained ash wood with open pores gives a natural and warm touch to the console table, creating a cozy and refined atmosphere.<br></p>
<ul>
<li><strong>SIZE: CM: 150 x 35 x 65</strong></li>
<li><strong>PRODUCT CODE: FTN-004</strong></li>
<li><strong>MATERIAL: WOOD, MATEL</strong></li>
</ul>",Lusso Homey,Furniture,Consoles,Consoles,true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,295000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Consoles-6.webp?v=1693087950,1,"",false,,,,,,,,,kg,,,true,,,active
console-5,Ginza Evo console,"<p><span data-mce-fragment=""1"">This contemporary console is perfect for those who appreciate Artdeco aesthetics. The </span>Ginza Evo<span data-mce-fragment=""1""> is not just a console, it’s a statement piece that will elevate any room it’s placed in. The console’s high side tables make it a versatile piece that can be used in a variety of ways. The </span>Ginza Evo<span data-mce-fragment=""1""> is perfect for those who want a luxurious and sophisticated addition to their home.</span></p>
<ul>
<li><strong>SIZE: CM: 150 x 85 x 72</strong></li>
<li><strong>PRODUCT CODE: FTN-003</strong></li>
<li><strong>MATERIAL: WOOD, BRASS</strong></li>
</ul>",Lusso Homey,Furniture,Consoles,Consoles,true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,275000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Consoles-5.webp?v=1693087926,1,"",false,,,,,,,,,kg,,,true,,,active
console-4,Versace Console,"<p><span>A console with a design unparalleled anywhere else, enchanting at first sight. The exclusive, richly decorated, and magnificent black and gold console has a chance to become the, embodiment of your dreams of furniture with uncompromising quality, extremely stylish, and representative. The unconventional design, which consists of a black tempered glass top, mounted on eight black and gold stainless steel legs, makes it in vain to look for a similar model. One-of-a-kind console, thanks to the highest quality materials, thanks to which your living room or hall will become a royal interior in which you will feel luxurious.</span></p>
<ul>
<li><strong>SIZE: CM: 160 x 85 x 40</strong></li>
<li><strong>PRODUCT CODE: FTN-006</strong></li>
<li><strong>MATERIAL: WOOD, BRASS</strong></li>
</ul>",Lusso Homey,Furniture,Consoles,Consoles,true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,250000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Consoles-4.webp?v=1693087903,1,"",false,,,,,,,,,kg,,,true,,,active
console-3,Myllo Console,"<p>We couldn’t think of a better piece<strong><u> </u></strong>to start this article than our Myllo Console, inspired by the unusual engineering found in the world’s highest bridges, which serves as a symbol of isolation and creativity. This Marble and Polished Brass console table reflects the rawness and precision of an engineer’s creation, fragile as it appears yet robust and firm enough to hold your breath. It’s a statement<strong><u> </u></strong>item that exceeds all expectations in any room.</p>
<ul>
<li><strong>SIZE: CM: 142 x 100 x 36</strong></li>
<li><strong>PRODUCT CODE: FTN-007</strong></li>
<li><strong>MATERIAL: WOOD, BRASS</strong></li>
</ul>",Lusso Homey,Furniture,Consoles,Consoles,true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,285000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Consoles-3.webp?v=1693087874,1,"",false,,,,,,,,,kg,,,true,,,active
console-2,Lungo console,"<p data-mce-fragment=""1"">A refreshing, clean, and simplistic design, the Lungo Console's strict and harsh lines make it a sublime item for a modern interior. A subtle piece that doesn't overpower or clash with other designs, but still delivers a sense of splendor and taste, with the prolonged and thin stainless steel with brushed bronze finished legs, embracing a sleek and long Walnut Veneer.</p>
<ul>
<li><strong>SIZE: CM: 162 x 99 x 44</strong></li>
<li><strong>PRODUCT CODE: FTN-001</strong></li>
<li><strong>MATERIAL: WOOD, BRASS</strong></li>
</ul>",Lusso Homey,Furniture,Consoles,Consoles,true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,150000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Consoles-2.webp?v=1693087838,1,"",false,,,,,,,,,kg,,,true,,,active
console-1,Lipstick,"<p><span data-mce-fragment=""1"">Bearing a subtle harmony of refined materials that unifies an elegant silhouette, the Lipstick Console by Barlas Baylar makes a statement in any space with H9, Solid Bronze, Grey Lacquer, Polished Stainless Steel, Black Lacquer, and wood modules. The materials are combined to create an innovative and unique design for this versatile console when used in a living room, bedroom, entry hall, or other setting.</span></p>
<ul>
<li><strong>SIZE: CM: 183 x 87 x 46</strong></li>
<li><strong>PRODUCT CODE: FTN-002</strong></li>
<li><strong>MATERIAL: WOOD, BRASS</strong></li>
</ul>",Lusso Homey,Furniture,Consoles,Consoles,true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,285000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Consoles-1.webp?v=1693087811,1,"",false,,,,,,,,,kg,,,true,,,active
chair-23,Grace,"<p data-mce-fragment=""1"">Grace is a contemporary chair with an aesthetic element in line with the most current trends of living. It features a slender solid wood frame and a soft, inviting seat. The chair, upholstered in fabric or leather, is both an aesthetic element and a practical solution to everyday living needs. It is often paired with the Concorde table, with which it shares minimal lines and precious materials.</p>
<ul>
<li><strong>SIZE: CM: 81 x 53 x 49</strong></li>
<li><strong>PRODUCT CODE: FSD-001</strong></li>
<li><strong>MATERIAL: WOOD, JUTE</strong></li>
</ul>",Lusso Homey,Furniture,Dining Chair,"chair, Furniture, Grace, Lounge Chairs, Lusso Homey",true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,78000.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Chairscollection-23.jpg?v=1707913903,1,"",false,,,,,,,,,kg,,,true,,,active
chair-22,Saturn Chair,"<p data-mce-fragment=""1"">The distinctive Saturn chair incorporates bilboquet-style ball and cup sections, which are grouped to make an undulating chair seat. The lower semi-sphere metal constructions cradle the soft upper spheres of plump and deep upholstery. A semi-circular ring seems to float above the seat, providing one commodious back and armrest, fixed to the seat with delicate metalwork.</p>
<ul>
<li><strong>SIZE: CM: 700 x 760</strong></li>
<li><strong>PRODUCT CODE: FSL-003</strong></li>
<li><strong>MATERIAL: BRASS, BOUCLE FABRIC</strong></li>
</ul>",Lusso Homey,Furniture,Lounge Chairs,"chair, Furniture, Lounge Chairs, Lusso Homey, Saturn Chair",true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,145000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Chairscollection-22.webp?v=1693087556,1,"",false,,,,,,,,,kg,,,true,,,active
chair-21,Sherpa Lounge Chair,"<p data-mce-fragment=""1"">The Sherpa Lounge Chair is the epitome of comfort and style. With its plush cushioning and ergonomic design, it offers a cozy and inviting seating experience. The chair's sleek and modern silhouette, combined with high-quality materials, makes it a perfect addition to any contemporary living space. Its name, ""Sherpa,"" alludes to the warmth and support it provides, much like the trusted guides in the Himalayas. Whether you're curling up with a book or simply unwinding after a long day, the Sherpa Lounge Chair promises relaxation and luxury in one exquisite package.</p>
<ul>
<li><strong>SIZE: CM: 77 x 95 x 90 </strong></li>
<li><strong>PRODUCT CODE: FSL-002</strong></li>
<li><strong>MATERIAL: WOOD, BOUCLE FABRIC, BRASS</strong></li>
</ul>",Lusso Homey,Furniture,Lounge Chairs,"chair, Furniture, Lounge Chairs, Lusso Homey, Sherpa Lounge Chair",true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,150000.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Chairscollection-21.webp?v=1693087528,1,"",false,,,,,,,,,kg,,,true,,,active
chair-18,Arthur,"<p data-mce-fragment=""1"">With a timelessly elegant design, the Arthur armchair features simple and clean lines. The ample seat upholstered by a soft and pleasant velvet fabric guarantees comfort, contrasting attractively with the leather in a neutral tone covering the seat's structure.</p>
<ul>
<li><strong>SIZE: CM: 72 x 77 x 79</strong></li>
<li><strong>PRODUCT CODE: FSL-005</strong></li>
<li><strong>MATERIAL: WOOD, VELVET, LEATHER</strong></li>
</ul>",Lusso Homey,Furniture,Lounge Chairs,"Arthur, chair, Furniture, Lounge Chairs, Lusso Homey",true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,145000.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Chairscollection-18.webp?v=1693087438,1,"",false,,,,,,,,,kg,,,true,,,active
